"danceability","energy","acousticness","tempo","loudness"
0.763,0.777,0.281,124.431,-6.932
0.608,0.787,0.000337,113.796,-6.703
0.749,0.872,0.354,105.994,-3.461
0.545,0.684,0.637,123.847,-10.036
0.662,0.512,0.416,149.679,-7.881
0.549,0.721,0.091,143.931,-4.795
0.741,0.754,0.151,98.929,-5.899
0.722,0.859,0.079,113.332,-7.741
0.822,0.7,0.141,120.376,-6.383
0.356,0.331,0.445,111.995,-11.065
0.418,0.701,0.00809,79.022,-13.222
0.746,0.497,0.00944,160.051,-5.785
0.668,0.668,0.0833,127.976,-9.715
0.581,0.982,0.723,120.438,-6.188
0.451,0.63,0.755,142.619,-8.683
0.467,0.255,0.605,120.174,-15.963
0.603,0.82,0.00252,152.057,-4.587
0.451,0.359,0.847,76.015,-8.567
0.753,0.79,0.00184,127.991,-6.783
0.396,0.355,0.726,123.275,-12.773
0.57,0.625,0.0796,123.551,-10.742
0.742,0.384,0.000425,123.674,-17.412
0.753,0.975,0.00223,122.001,-4.621
0.344,0.722,0.522,73.019,-5.854
0.651,0.488,0.212,113.038,-8.22
0.451,0.653,0.493,78.064,-14.27
0.581,0.57,0.805,97.088,-10.029
0.601,0.857,0.0185,137.915,-5.944
0.539,0.273,0.675,114.433,-11.254
0.666,0.825,0.163,138.215,-6.294
0.919,0.622,0.228,140.022,-7.384
0.524,0.878,0.0012,130.989,-3.108
0.563,0.523,0.54,134.553,-10.685
0.706,0.751,0.173,91.031,-6.323
0.679,0.772,0.557,118.129,-8.946
0.529,0.218,0.804,101.735,-16.522
0.469,0.899,0.0119,79.553,-3.847
0.71,0.511,0.145,86.995,-6.442
0.499,0.637,0.405,169.119,-5.784
0.554,0.89,0.298,87.122,-9.931
0.864,0.549,0.781,105.045,-9.741
0.732,0.707,0.0348,140.04,-5.849
0.544,0.552,0.67,159.738,-7.45
0.478,0.915,0.284,192.084,-11.985
0.926,0.336,0.0392,92.995,-9.326
0.609,0.674,0.00378,127.541,-6.506
0.417,0.406,0.132,102.458,-9.005
0.573,0.524,0.0388,117.453,-16.128
0.525,0.477,0.266,122.887,-9.874
0.657,0.513,0.199,101.815,-8.514
0.768,0.809,0.278,111.989,-4.204
0.67,0.676,0.0201,114.974,-4.725
0.594,0.824,0.0617,116.005,-4.252
0.441,0.926,0.423,147.564,-4.736
0.347,0.4,0.63,77.987,-7.359
0.373,0.947,0.00712,152.183,-7.074
0.415,0.851,0.00474,125.961,-5.425
0.731,0.918,0.00771,120.398,-6.627
0.459,0.746,0.0779,93.3,-14.327
0.602,0.923,0.0098,136.01,-3.763
0.48,0.798,0.164,169.518,-9.936
0.537,0.532,0.596,78.336,-11.289
0.544,0.802,0.00155,130.022,-4.152
0.677,0.661,0.114,98.309,-5.136
0.583,0.66,0.181,151.956,-5.078
0.774,0.811,0.65,123.351,-6.526
0.69,0.578,0.111,124.493,-8.471
0.375,0.855,0.305,125.351,-6.792
0.681,0.638,0.699,96.882,-7.818
0.537,0.469,0.6,136.536,-7.941
0.615,0.529,0.0133,143.992,-11.25
0.809,0.931,0.0104,128.294,-7.101
0.26,0.659,0.116,184.38,-8.98
0.692,0.729,0.0127,127.967,-5.12
0.662,0.869,0.157,112.297,-7.753
0.265,0.775,0.299,164.528,-5.524
0.589,0.751,0.0785,108.849,-5.663
0.488,0.716,0.532,156.06,-5.327
0.461,0.802,0.0105,100.179,-4.279
0.535,0.58,0.272,106.663,-8.824
0.429,0.413,0.669,149.312,-9.566
0.44,0.573,0.581,178.192,-5.42
0.712,0.694,0.05,114.975,-6.621
0.604,0.417,0.0681,74.57,-12.598
0.522,0.44,0.434,97.475,-13.258
0.844,0.62,0.109,124.163,-12.739
0.691,0.873,0.125,99.997,-3.519
0.622,0.593,0.00611,75.025,-6.779
0.606,0.524,0.663,150.366,-11.902
0.679,0.684,0.0527,151.748,-8.559
0.652,0.366,0.5,137.264,-11.492
0.772,0.43,0.067,134.561,-14.602
0.636,0.826,0.632,87.665,-4.668
0.39,0.557,0.452,79.34,-6.344
0.847,0.678,0.0669,97.984,-8.635
0.753,0.824,0.000937,117.95,-4.301
0.764,0.716,0.748,129.639,-5.975
0.847,0.322,0.239,114.557,-12.922
0.624,0.845,0.301,98.361,-6.705
0.64,0.786,0.0762,130.128,-6.905
0.842,0.641,0.0249,117.194,-8.826
0.599,0.887,0.0192,170.918,-3.967
0.523,0.93,0.389,117.265,-6.994
0.748,0.638,0.0246,117.125,-11.974
0.75,0.586,0.381,137.194,-8.985
0.582,0.728,0.174,150.013,-6.151
0.634,0.668,0.14,80.989,-5.488
0.808,0.812,0.52,100.331,-5.012
0.558,0.781,0.113,135.018,-8.799
0.612,0.324,0.406,90.866,-14.717
0.317,0.764,0.000294,101.173,-7.076
0.267,0.0927,0.941,87.961,-15.469
0.342,0.359,0.8,128.156,-12.21
0.81,0.582,0.0862,95.004,-5.098
0.394,0.361,0.176,201.109,-9.246
0.557,0.511,0.254,156.042,-6.788
0.537,0.958,0.0945,129.909,-3.993
0.385,0.306,0.452,173.377,-12.167
0.483,0.503,0.354,151.862,-9.396
0.531,0.56,0.312,110.042,-8.312
0.378,0.609,0.498,123.7,-6.07
0.512,0.813,0.463,153.751,-12.533
0.328,0.486,0.000896,117.81,-12.154
0.217,0.221,0.86,84.568,-10.496
0.503,0.492,0.61,74.967,-7.607
0.375,0.48,0.673,205.488,-8.254
0.418,0.537,0.0389,127.205,-8.772
0.487,0.382,0.0422,116.557,-10.889
0.585,0.303,0.694,136.703,-10.058
0.708,0.627,0.0113,107.248,-11.155
0.733,0.566,0.0966,141.94,-12.06
0.63,0.661,0.2,156.005,-5.11
0.896,0.659,0.00655,96.897,-7.483
0.586,0.909,0.0891,93.394,-6.474
0.517,0.469,0.678,123.458,-12.904
0.407,0.267,0.512,149.424,-12.054
0.875,0.603,0.319,109.668,-11.995
0.53,0.433,0.108,160.14,-10.598
0.763,0.628,0.0531,140.958,-5.85
0.906,0.831,0.0246,105.623,-3.975
0.503,0.378,0.552,124.496,-11.533
0.712,0.411,0.216,113.271,-14.455
0.602,0.413,0.157,92.557,-15.782
0.49,0.331,0.524,142.623,-11.04
0.575,0.756,0.735,127.434,-9.414
0.751,0.572,0.481,115.839,-12.324
0.63,0.791,0.0131,102.963,-4.497
0.333,0.637,0.131,139.898,-4.904
0.715,0.624,0.11,158.087,-3.046
0.229,0.5,0.166,96.022,-6.769
0.546,0.627,0.316,81.278,-9.037
0.607,0.914,0.0163,95.257,-2.951
0.693,0.624,0.299,105.002,-7.482
0.544,0.246,0.824,96.118,-15.127
0.694,0.476,0.672,122.179,-8.389
0.622,0.872,0.0421,149.959,-2.272
0.378,0.638,0.02,184.086,-5.576
0.534,0.615,0.631,117.09,-10.336
0.481,0.894,0.00602,140.9,-7.213
0.504,0.705,0.00121,108.965,-6.179
0.672,0.817,0.734,103.932,-6.989
0.392,0.579,0.612,169.684,-8.869
0.579,0.271,0.744,123.323,-17.374
0.598,0.879,0.53,167.175,-4.661
0.838,0.942,0.0718,79.935,-2.353
0.608,0.956,0.413,147.778,-5.083
0.698,0.922,0.129,126.594,-3.359
0.484,0.525,0.581,168.236,-8.92
0.552,0.325,0.259,111.937,-14.908
0.514,0.403,0.77,112.532,-14.822
0.821,0.648,0.000269,131.63,-11.947
0.574,0.618,0.0122,92.024,-11.135
0.441,0.527,0.172,96.37,-5.318
0.874,0.706,0.182,89.968,-5.132
0.821,0.774,0.177,93.425,-3.418
0.654,0.707,0.00559,127.97,-5.661
0.511,0.471,0.611,78.726,-9.31
0.783,0.662,0.126,96.987,-6.124
0.67,0.622,0.103,136.72,-13.039
0.669,0.651,0.472,148.091,-5.79
0.625,0.651,0.0454,98.857,-7.115
0.494,0.804,0.00328,157.877,-5.759
0.74,0.879,0.193,103.71,-2.251
0.68,0.23,0.745,132.796,-13.942
0.657,0.768,0.108,75.025,-4.628
0.31,0.7,0.011,188.386,-5.678
0.319,0.555,0.0603,105.314,-9.392
0.414,0.537,0.0125,151.475,-11.445
0.66,0.733,0.0336,99.358,-13.691
0.63,0.698,0.173,94.023,-4.51
0.879,0.662,0.033,117.975,-6.162
0.74,0.613,0.258,75.023,-4.88
0.493,0.429,0.326,106.8,-11.577
0.403,0.72,0.0327,176.385,-9.841
0.799,0.583,0.554,132.249,-17.629
0.377,0.38,0.717,79.912,-9.121
0.396,0.629,0.0328,173.794,-4.78
0.665,0.787,0.308,167.349,-5.73
0.586,0.886,0.425,150.067,-5.247
0.61,0.0316,0.896,151.964,-15.186
0.485,0.641,0.704,168.645,-8.752
0.675,0.951,0.0465,136.042,-2.559
0.623,0.837,0.583,82.775,-10.538
0.898,0.271,0.0135,111.485,-12.238
0.414,0.837,0.00114,121.749,-4.043
0.634,0.886,0.154,93.04,-5.424
0.692,0.641,0.265,121.276,-9.621
0.868,0.799,0.234,117.48,-7.133
0.671,0.626,0.563,123.89,-5.692
0.661,0.598,0.187,151.538,-6.967
0.733,0.624,0.623,114.584,-9.849
0.311,0.744,0.00998,179.076,-4.615
0.697,0.342,0.745,112.784,-14.471
0.704,0.472,0.596,117.931,-12.508
0.546,0.934,0.284,115.641,-6.427
0.553,0.502,0.299,129.976,-5.972
0.682,0.573,0.0114,106.485,-17.147
0.722,0.697,0.239,120.132,-7.083
0.921,0.615,0.042,129.411,-12.172
0.532,0.457,0.714,117.945,-12.014
0.732,0.705,0.626,117.925,-9.271
0.504,0.848,0.00634,76.965,-4.388
0.599,0.618,0.223,174.244,-10.795
0.747,0.496,0.341,105.107,-11.314
0.755,0.644,0.0172,147.019,-2.464
0.651,0.866,0.0517,149.258,-9.069
0.74,0.641,0.245,100.252,-6.87
0.686,0.806,0.317,191.767,-6.828
0.798,0.583,0.28,118.157,-11.257
0.242,0.831,0.0242,190.078,-5.556
0.644,0.411,0.748,81.353,-9.897
0.552,0.741,0.00699,148.996,-7.388
0.48,0.889,0.334,189.163,-4.542
0.632,0.791,0.195,92.854,-6.856
0.558,0.271,0.647,123.158,-12.951
0.613,0.289,0.743,144.188,-16.529
0.628,0.27,0.78,126.676,-14.47
0.584,0.524,0.335,143.863,-6.001
0.737,0.709,0.333,125.997,-6.889
0.39,0.724,0.162,165.945,-7.607
0.518,0.543,0.834,104.528,-10.766
0.676,0.463,0.309,121.923,-13.155
0.597,0.579,0.45,109.789,-12.394
0.651,0.732,0.0164,85.023,-8.037
0.614,0.934,0.0697,116.001,-3.709
0.489,0.483,0.42,136.822,-9.466
0.652,0.453,0.0519,88.038,-6.119
0.649,0.834,0.66,134.017,-10.97
0.621,0.882,0.000255,126.811,-6.05
0.565,0.412,0.298,83.19,-14.092
0.711,0.827,0.183,130.022,-4.9
0.433,0.488,0.694,202.287,-8.514
0.335,0.625,0.164,150.277,-7.462
0.65,0.299,0.605,123.597,-10.76
0.78,0.714,0.119,125.924,-4.155
0.71,0.533,0.0386,107.846,-17.34
0.786,0.944,0.386,113.939,-7.018
0.711,0.292,0.313,103.951,-15.523
0.594,0.542,0.771,117.622,-8.604
0.542,0.522,0.756,150.245,-9.762
0.434,0.592,0.28,94.516,-9.369
0.506,0.827,0.000214,126.815,-8.788
0.715,0.188,0.457,116.575,-17.773
0.54,0.621,0.00292,130.202,-13.165
0.551,0.664,0.000561,125.221,-11.786
0.375,0.856,5.31e-05,117.109,-6.113
0.564,0.312,0.165,139.683,-13.583
0.724,0.416,0.365,151.181,-8.964
0.826,0.67,0.00798,74.007,-5.559
0.7,0.774,0.2,90,-4.983
0.512,0.532,0.475,147.473,-3.28
0.696,0.521,0.189,134.28,-6.635
0.242,0.91,0.0679,193.886,-5.19
0.478,0.32,0.92,96.15,-8.987
0.404,0.98,0.000193,177.793,-4.038
0.554,0.716,0.519,91.181,-8.306
0.431,0.894,0.0951,162.193,-2.673
0.777,0.581,0.154,123.1,-10.129
0.686,0.497,0.967,118.871,-10.422
0.511,0.824,0.177,140.4,-4.989
0.733,0.71,0.145,127.975,-5.849
0.434,0.75,0.0107,159.824,-3.53
0.483,0.412,0.737,170.163,-8.461
0.886,0.276,0.286,112.511,-11.435
0.436,0.565,0.0557,112.169,-7.268
0.562,0.602,0.557,141.598,-9.731
0.663,0.585,0.00522,133.497,-9.256
0.577,0.436,0.411,163.928,-10.988
0.454,0.251,0.84,97.154,-14.053
0.483,0.349,0.686,82.05,-16.105
0.489,0.757,0.00981,168.004,-4.062
0.464,0.822,0.0568,79.973,-1.881
0.323,0.311,0.643,166.943,-12.671
0.566,0.507,0.535,158.119,-6.973
0.685,0.884,0.123,79.903,-3.072
0.571,0.316,0.216,125.326,-12.901
0.48,0.729,0.0129,137.232,-4.398
0.56,0.713,0.168,123.313,-11.686
0.479,0.892,0.000295,156.086,-5.167
0.535,0.797,0.48,148.835,-7.533
0.482,0.617,0.00543,125.697,-12.931
0.512,0.52,0.428,141.83,-8.686
0.434,0.722,0.735,137.936,-9.637
0.885,0.492,0.00172,156.958,-6.015
0.619,0.652,0.787,108.486,-11.683
0.759,0.699,0.202,92.96,-5.745
0.734,0.57,0.847,129.953,-7.066
0.476,0.194,0.603,145.945,-20.311
0.611,0.668,0.0705,125.264,-10.164
0.294,0.552,0.625,77.315,-10.176
0.865,0.69,0.289,121.983,-7.448
0.202,0.886,0.0286,145.781,-3.805
0.675,0.625,0.656,126.359,-8.555
0.608,0.55,0.792,146.143,-11.913
0.351,0.444,0.835,173.632,-14.463
0.461,0.658,0.0284,89.673,-5.039
0.339,0.574,0.863,68.95,-6.636
0.57,0.817,0.000502,113.466,-8.35
0.715,0.809,0.0607,76.493,-5.598
0.57,0.671,0.0335,121.401,-4.954
0.515,0.841,0.00647,135.925,-4.983
0.658,0.474,0.625,115.816,-11.855
0.458,0.724,0.0674,90.508,-8.547
0.923,0.768,0.119,94.013,-7.321
0.509,0.627,0.586,80.74,-5.982
0.573,0.747,0.519,79.952,-6.46
0.669,0.684,0.252,96.097,-4.595
0.545,0.932,0.000665,92.956,-2.189
0.549,0.54,0.0399,139.714,-5.76
0.812,0.834,0.0663,106.425,-7.722
0.509,0.365,0.274,87.762,-11.75
0.652,0.854,0.00573,123.853,-10.061
0.595,0.477,0.274,98.998,-8.791
0.81,0.784,0.181,91.024,-4.558
0.661,0.432,0.605,89.668,-9.282
0.466,0.632,0.465,68.893,-6.94
0.621,0.469,0.22,144.665,-10.438
0.792,0.454,0.00746,108.415,-6.098
0.301,0.163,0.843,87.23,-11.089
0.753,0.686,0.0677,132.055,-5.415
0.485,0.591,0.388,127.837,-12.236
0.489,0.208,0.653,81.489,-14.906
0.797,0.785,0.0712,105.072,-7.523
0.8,0.552,0.826,116.827,-11.539
0.56,0.68,0.555,89.391,-7.648
0.592,0.956,0.0617,115.941,-3.464
0.463,0.819,0.212,183.998,-7.662
0.715,0.703,0.192,119.749,-3.825
0.429,0.326,0.377,77.849,-12.703
0.652,0.645,0.0401,92.945,-8.482
0.507,0.752,0.0191,83.013,-4.431
0.666,0.488,0.589,147.255,-15.711
0.561,0.749,0.461,125.986,-4.951
0.557,0.909,0.00769,152.13,-3.405
0.674,0.473,0.0705,125.046,-7.193
0.472,0.695,0.444,97.571,-5.74
0.452,0.563,0.465,160.134,-10.361
0.795,0.596,0.103,101.985,-3.799
0.465,0.85,0.0304,156.111,-3.224
0.539,0.407,0.639,80.156,-13.017
0.662,0.873,0.0292,129.902,-3.116
0.921,0.364,0.226,125.993,-11.666
0.658,0.844,0.754,76.742,-7.374
0.806,0.425,0.525,117.913,-11.019
0.624,0.931,0.000899,119.887,-9.988
0.922,0.737,0.0368,114.261,-8.367
0.918,0.36,0.029,91.959,-9.952
0.622,0.627,0.119,105.937,-14.456
0.579,0.529,0.201,88.156,-11.548
0.333,0.62,0.021,138.463,-9.108
0.753,0.692,0.0512,95.15,-7.656
0.602,0.794,0.846,110.829,-7.551
0.487,0.72,0.219,86.008,-6.288
0.846,0.438,0.2,85.013,-4.981
0.761,0.511,0.0928,97.544,-14.845
0.889,0.645,0.03,119.79,-10.856
0.775,0.921,0.306,127.65,-3.517
0.408,0.355,0.85,58.382,-11.512
0.366,0.44,0.141,156.054,-11.73
0.774,0.85,0.0427,95.996,-5.07
0.709,0.669,0.333,128.049,-7.934
0.675,0.548,0.0529,128.837,-15.277
0.491,0.137,0.873,68.935,-17.192
0.758,0.49,0.00359,140.116,-9.877
0.424,0.657,0.727,155.56,-5.801
0.784,0.498,0.00248,143.96,-6.977
0.72,0.668,0.0652,123.007,-7.928
0.505,0.624,0.0235,139.849,-6.513
0.834,0.454,0.321,81.618,-9.75
0.355,0.986,0.0187,174.359,-6.238
0.324,0.519,0.78,47.94,-8.741
0.529,0.906,0.105,131.847,-6.116
0.502,0.322,0.744,114.861,-10.245
0.496,0.599,0.504,170.326,-6.639
0.958,0.364,0.07,119.666,-11.1
0.833,0.799,0.0337,111.273,-10.292
0.856,0.722,0.104,132.318,-7.631
0.88,0.881,0.00803,102.517,-5.143
0.78,0.534,0.233,121.17,-9.732
0.656,0.767,0.25,163.834,-3.038
0.664,0.658,0.273,100.912,-7.7
0.793,0.783,0.121,130.477,-9.462
0.536,0.527,0.622,121.297,-11.092
0.791,0.733,0.147,114.98,-5.215
0.461,0.834,0.0232,135.007,-4.868
0.783,0.596,0.235,127.576,-10.056
0.729,0.528,0.547,124.074,-10.412
0.41,0.468,0.298,177.508,-8.177
0.674,0.647,0.415,98.014,-10.672
0.692,0.613,0.0407,120.901,-10.735
0.8,0.759,0.655,129.979,-5.398
0.65,0.501,0.582,127.984,-6.905
0.574,0.995,0.0207,127.996,-3.456
0.441,0.815,0.000731,164.021,-4.088
0.56,0.463,0.742,75.073,-8.54
0.47,0.332,0.912,58.76,-9.848
0.758,0.867,0.152,102.018,-5.087
0.48,0.845,0.012,79.374,-4.127
0.319,0.453,0.723,81.871,-8.963
0.473,0.952,0.0342,152.007,-3.561
0.451,0.34,0.763,110.502,-7.466
0.746,0.946,0.141,103.179,-8.809
0.584,0.76,0.0205,104.101,-7.369
0.777,0.381,0.899,112.925,-7.798
0.716,0.541,0.0021,139.978,-7.909
0.532,0.825,0.18,169.961,-5.287
0.767,0.87,0.814,126.293,-6.756
0.448,0.435,0.00988,80.849,-8.102
0.611,0.478,0.035,172.076,-5.839
0.604,0.778,0.00726,100.155,-5.686
0.745,0.404,0.431,123.862,-14.016
0.882,0.57,0.0886,96.785,-7.565
0.758,0.646,0.356,128.031,-3.662
0.717,0.527,0.567,116.288,-10.779
0.706,0.516,0.354,94.716,-11.037
0.862,0.918,0.0287,124.811,-7.325
0.313,0.993,0.000119,129.255,-0.463
0.901,0.522,0.0114,104.053,-8.304
0.578,0.431,0.936,174.641,-6.984
0.721,0.431,0.244,119.76,-6.633
0.781,0.597,0.0415,158.043,-6.794
0.8,0.502,0.0308,123.041,-13.298
0.489,0.786,0.816,66.588,-5.172
0.464,0.321,0.877,93.528,-11.12
0.785,0.737,0.222,99.888,-6.445
0.407,0.647,0.384,88.061,-6.031
0.639,0.315,0.882,103.976,-12.518
0.446,0.79,0.163,198.108,-8.046
0.883,0.647,0.0633,101.649,-14.054
0.591,0.388,0.653,105.977,-8.069
0.551,0.289,0.334,132.132,-12.214
0.493,0.796,0.39,159.988,-3.971
0.337,0.823,0.371,172.498,-9.996
0.657,0.717,0.379,96.467,-10.583
0.783,0.42,0.0722,131.75,-11.05
0.61,0.891,0.000805,139.903,-5.452
0.808,0.751,0.614,115.754,-12.246
0.563,0.954,0.343,158.577,-3.133
0.344,0.365,0.801,100.79,-9.628
0.497,0.875,4.59e-05,98.171,-8.84
0.566,0.664,0.634,128.945,-5.303
0.859,0.761,0.0156,97.99,-5.504
0.514,0.711,0.0206,91.007,-5.774
0.586,0.674,0.00764,86.5,-5.69
0.735,0.733,0.444,120.811,-6.441
0.528,0.772,0.403,91.735,-7.013
0.541,0.948,0.0433,89.605,-4.863
0.559,0.855,0.0488,156.311,-5.077
0.503,0.238,0.801,180.917,-17.378
0.419,0.456,0.812,139.622,-11.132
0.73,0.433,0.0849,94.596,-7.05
0.622,0.808,0.00543,122.121,-4.701
0.674,0.31,0.293,155.656,-17.352
0.344,0.745,0.638,139.689,-7.902
0.704,0.72,0.108,129.571,-11.188
0.668,0.781,0.0191,105.945,-6.151
0.537,0.545,0.835,107.395,-6.741
0.567,0.851,0.216,159.225,-7.643
0.506,0.481,0.482,148.626,-6.098
0.525,0.931,0.00831,89.9,-5.593
0.517,0.89,0.005,118.009,-4.033
0.177,0.162,0.828,174.572,-15.821
0.544,0.659,0.427,109.933,-7.191
0.949,0.646,0.0705,121.007,-3.728
0.748,0.673,0.191,135.257,-8.45
0.551,0.756,0.000284,75.991,-7.679
0.674,0.506,0.173,145.965,-10.532
0.743,0.706,0.24,118.172,-8.495
0.555,0.797,0.168,152.87,-7.484
0.496,0.682,0.00552,167.06,-4.095
0.455,0.292,0.889,84.339,-6.792
0.466,0.879,0.688,98.888,-6.944
0.51,0.657,0.271,141.115,-9.116
0.418,0.387,0.53,101.179,-10.939
0.663,0.737,0.0162,125.956,-3.995
0.731,0.758,0.112,86.105,-8.322
0.346,0.0677,0.922,110.559,-15.864
0.759,0.763,0.09,109.351,-12.136
0.262,0.836,8e-06,160.555,-7.243
